Scheme Code,ISIN,Ticker,Company,Sector,Market Cap,Weight %
ABSLLMIDCAP,INE326A01037,LUPIN,Lupin Ltd,Healthcare,Mid Cap,2.0
ABSLLMIDCAP,INE603J01030,PIIND,PI Industries Ltd,Chemicals / Agro,Mid Cap,1.9
ABSLLMIDCAP,INE093I01010,OBEROIRLTY,Oberoi Realty Ltd,Real Estate,Mid Cap,1.8
ABSLLMIDCAP,INE111A01025,CONCOR,Container Corporation of India Ltd,Services / Logistics,Mid Cap,1.7
TATA_MIDCAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,4.6
TATA_MIDCAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,4.2
TATA_MIDCAP,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,3.9
TATA_MIDCAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,3.7
TATA_MIDCAP,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,3.4
TATA_MIDCAP,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,3.2
TATA_MIDCAP,INE226A01021,VOLTAS,Voltas Ltd,Consumer Durables,Mid Cap,2.9
TATA_MIDCAP,INE171A01029,FEDERALBNK,Federal Bank Ltd,Financial Services,Mid Cap,2.7
TATA_MIDCAP,INE356A01018,MPHASIS,Mphasis Ltd,Information Technology,Mid Cap,2.5
TATA_MIDCAP,INE006I01046,ASTRAL,Astral Ltd,Building Materials,Mid Cap,2.4
TATA_MIDCAP,INE121A01024,CHOLAFIN,Cholamandalam Investment & Finance,Financial Services,Mid Cap,2.2
TATA_MIDCAP,INE092T01019,IDFCFIRSTB,IDFC First Bank Ltd,Financial Services,Mid Cap,2.0
TATA_MIDCAP,INE578A01017,SUPREMEIND,Supreme Industries Ltd,Capital Goods,Mid Cap,1.9
TATA_MIDCAP,INE674K01013,ABCAPITAL,Aditya Birla Capital Ltd,Financial Services,Mid Cap,1.8
TATA_MIDCAP,INE326A01037,LUPIN,Lupin Ltd,Healthcare,Mid Cap,1.7
MOTILAL_MID,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,5.2
MOTILAL_MID,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,4.8
MOTILAL_MID,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,4.5
MOTILAL_MID,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,4.2
MOTILAL_MID,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,3.9
MOTILAL_MID,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,3.6
MOTILAL_MID,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.4
MOTILAL_MID,INE226A01021,VOLTAS,Voltas Ltd,Consumer Durables,Mid Cap,3.1
MOTILAL_MID,INE702C01027,APLAPOLLO,APL Apollo Tubes Ltd,Metals & Mining,Mid Cap,2.9
MOTILAL_MID,INE171A01029,FEDERALBNK,Federal Bank Ltd,Financial Services,Mid Cap,2.7
MOTILAL_MID,INE356A01018,MPHASIS,Mphasis Ltd,Information Technology,Mid Cap,2.5
MOTILAL_MID,INE006I01046,ASTRAL,Astral Ltd,Building Materials,Mid Cap,2.3
MOTILAL_MID,INE326A01037,LUPIN,Lupin Ltd,Healthcare,Mid Cap,2.1
MOTILAL_MID,INE121A01024,CHOLAFIN,Cholamandalam Investment & Finance,Financial Services,Mid Cap,1.9
MOTILAL_MID,INE111A01025,CONCOR,Container Corporation of India Ltd,Services / Logistics,Mid Cap,1.8
QUANT_MIDCAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,5.5
QUANT_MIDCAP,INE935N01020,DIXON,Dixon Technologies (India) Ltd,Consumer Durables,Mid Cap,5.1
QUANT_MIDCAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,4.7
QUANT_MIDCAP,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,4.4
QUANT_MIDCAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,4.1
QUANT_MIDCAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.8
QUANT_MIDCAP,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,3.5
QUANT_MIDCAP,INE226A01021,VOLTAS,Voltas Ltd,Consumer Durables,Mid Cap,3.2
QUANT_MIDCAP,INE702C01027,APLAPOLLO,APL Apollo Tubes Ltd,Metals & Mining,Mid Cap,3.0
QUANT_MIDCAP,INE171A01029,FEDERALBNK,Federal Bank Ltd,Financial Services,Mid Cap,2.8
QUANT_MIDCAP,INE061F01013,FORTIS,Fortis Healthcare Ltd,Healthcare,Mid Cap,2.6
QUANT_MIDCAP,INE092T01019,IDFCFIRSTB,IDFC First Bank Ltd,Financial Services,Mid Cap,2.4
QUANT_MIDCAP,INE356A01018,MPHASIS,Mphasis Ltd,Information Technology,Mid Cap,2.2
QUANT_MIDCAP,INE006I01046,ASTRAL,Astral Ltd,Building Materials,Mid Cap,2.0
QUANT_MIDCAP,INE326A01037,LUPIN,Lupin Ltd,Healthcare,Mid Cap,1.8
NIPPON_SMALLCAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,3.8
NIPPON_SMALLCAP,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,3.2
NIPPON_SMALLCAP,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,2.9
NIPPON_SMALLCAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.5
NIPPON_SMALLCAP,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,2.8
NIPPON_SMALLCAP,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.7
NIPPON_SMALLCAP,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,2.4
NIPPON_SMALLCAP,INE643N01012,SONACOMS,Sona BLW Precision Forgings Ltd,Automobile,Small Cap,2.2
NIPPON_SMALLCAP,INE372A01015,APARINDS,Apar Industries Ltd,Capital Goods,Small Cap,2.6
NIPPON_SMALLCAP,INE668F01031,JYOTHYLAB,Jyothy Labs Ltd,Fast Moving Consumer Goods,Small Cap,2.1
NIPPON_SMALLCAP,INE474S01017,MEDANTA,Global Health Ltd (Medanta),Healthcare,Small Cap,2.5
NIPPON_SMALLCAP,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,2.0
NIPPON_SMALLCAP,INE404N01024,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Financial Services,Small Cap,1.9
NIPPON_SMALLCAP,INE068V01023,GLAND,Gland Pharma Ltd,Healthcare,Small Cap,1.8
NIPPON_SMALLCAP,INE0N0801024,CLEAN,Clean Science and Technology Ltd,Chemicals / Agro,Small Cap,1.7
SBI_SMALLCAP,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,3.9
SBI_SMALLCAP,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,3.0
SBI_SMALLCAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,2.5
SBI_SMALLCAP,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.2
SBI_SMALLCAP,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,2.9
SBI_SMALLCAP,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,2.4
SBI_SMALLCAP,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.8
SBI_SMALLCAP,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,3.1
SBI_SMALLCAP,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.2
SBI_SMALLCAP,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,2.6
SBI_SMALLCAP,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.4
SBI_SMALLCAP,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,2.2
SBI_SMALLCAP,INE643N01012,SONACOMS,Sona BLW Precision Forgings Ltd,Automobile,Small Cap,2.1
SBI_SMALLCAP,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,1.9
SBI_SMALLCAP,INE0JR201011,LATENTVIEW,LatentView Analytics Ltd,Information Technology,Small Cap,1.8
AXIS_SMALLCAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,4.2
AXIS_SMALLCAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.8
AXIS_SMALLCAP,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,3.5
AXIS_SMALLCAP,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.2
AXIS_SMALLCAP,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,3.0
AXIS_SMALLCAP,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.8
AXIS_SMALLCAP,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,2.6
AXIS_SMALLCAP,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.5
AXIS_SMALLCAP,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.4
AXIS_SMALLCAP,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.2
AXIS_SMALLCAP,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,2.1
AXIS_SMALLCAP,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,2.0
AXIS_SMALLCAP,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,1.9
AXIS_SMALLCAP,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,1.8
AXIS_SMALLCAP,INE0N0801024,CLEAN,Clean Science and Technology Ltd,Chemicals / Agro,Small Cap,1.7
KOTAK_SMALLCAP,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,4.1
KOTAK_SMALLCAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,3.9
KOTAK_SMALLCAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.6
KOTAK_SMALLCAP,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,3.4
KOTAK_SMALLCAP,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.1
KOTAK_SMALLCAP,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.9
KOTAK_SMALLCAP,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,2.7
KOTAK_SMALLCAP,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,2.5
KOTAK_SMALLCAP,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.4
KOTAK_SMALLCAP,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.2
KOTAK_SMALLCAP,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.1
KOTAK_SMALLCAP,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,1.9
KOTAK_SMALLCAP,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,1.8
KOTAK_SMALLCAP,INE474S01017,MEDANTA,Global Health Ltd (Medanta),Healthcare,Small Cap,1.7
KOTAK_SMALLCAP,INE643N01012,SONACOMS,Sona BLW Precision Forgings Ltd,Automobile,Small Cap,1.6
HDFC_SMALLCAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,3.5
HDFC_SMALLCAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.2
HDFC_SMALLCAP,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,3.0
HDFC_SMALLCAP,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,2.8
HDFC_SMALLCAP,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,2.6
HDFC_SMALLCAP,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.5
HDFC_SMALLCAP,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,2.4
HDFC_SMALLCAP,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.2
HDFC_SMALLCAP,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.1
HDFC_SMALLCAP,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.0
HDFC_SMALLCAP,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,1.9
HDFC_SMALLCAP,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,1.8
HDFC_SMALLCAP,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,1.7
HDFC_SMALLCAP,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,1.6
HDFC_SMALLCAP,INE474S01017,MEDANTA,Global Health Ltd (Medanta),Healthcare,Small Cap,1.5
DSPMICROSMALL,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,4.4
DSPMICROSMALL,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,4.0
DSPMICROSMALL,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,3.6
DSPMICROSMALL,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.3
DSPMICROSMALL,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,3.1
DSPMICROSMALL,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.9
DSPMICROSMALL,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.7
DSPMICROSMALL,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,2.5
DSPMICROSMALL,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.3
DSPMICROSMALL,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.2
DSPMICROSMALL,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,2.0
DSPMICROSMALL,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,1.9
DSPMICROSMALL,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,1.8
DSPMICROSMALL,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,1.7
DSPMICROSMALL,INE0J9401016,BIKAJI,Bikaji Foods International Ltd,Fast Moving Consumer Goods,Small Cap,1.6
CANROBSMALL,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,4.1
CANROBSMALL,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,3.7
CANROBSMALL,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,3.4
CANROBSMALL,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,3.2
CANROBSMALL,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.0
CANROBSMALL,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,2.8
CANROBSMALL,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,2.6
CANROBSMALL,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.4
CANROBSMALL,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.2
CANROBSMALL,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.1
CANROBSMALL,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,2.0
CANROBSMALL,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,1.9
CANROBSMALL,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,1.8
CANROBSMALL,INE474S01017,MEDANTA,Global Health Ltd (Medanta),Healthcare,Small Cap,1.7
CANROBSMALL,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,1.6
QUANT_SMALLCAP,INE918Z01012,KAYNES,Kaynes Technology India Ltd,Capital Goods / Electronics,Small Cap,5.2
QUANT_SMALLCAP,INE04I401011,KPITTECH,KPIT Technologies Ltd,Information Technology,Small Cap,4.8
QUANT_SMALLCAP,INE205B01023,ELECON,Elecon Engineering Company Ltd,Capital Goods,Small Cap,4.4
QUANT_SMALLCAP,INE739E01017,CERA,Cera Sanitaryware Ltd,Consumer Durables,Small Cap,4.0
QUANT_SMALLCAP,INE136B01020,CYIENT,Cyient Ltd,Information Technology,Small Cap,3.7
QUANT_SMALLCAP,INE769G01020,CREDITACC,CreditAccess Grameen Ltd,Financial Services,Small Cap,3.4
QUANT_SMALLCAP,INE477A01020,CANFINHOME,Can Fin Homes Ltd,Financial Services,Small Cap,3.1
QUANT_SMALLCAP,INE429E01023,SAFARI,Safari Industries (India) Ltd,Consumer Durables,Small Cap,2.9
QUANT_SMALLCAP,INE463V01026,ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Small Cap,2.7
QUANT_SMALLCAP,INE163B01018,PRAJIND,Praj Industries Ltd,Capital Goods / Energy,Small Cap,2.5
QUANT_SMALLCAP,INE572A01028,JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd,Healthcare,Small Cap,2.3
QUANT_SMALLCAP,INE036D01028,KARURVYSYA,Karur Vysya Bank Ltd,Financial Services,Small Cap,2.1
QUANT_SMALLCAP,INE406M01024,ERIS,Eris Lifesciences Ltd,Healthcare,Small Cap,2.0
QUANT_SMALLCAP,INE474S01017,MEDANTA,Global Health Ltd (Medanta),Healthcare,Small Cap,1.9
QUANT_SMALLCAP,INE177H01002,GPIL,Godawari Power & Ispat Ltd,Metals & Mining,Small Cap,1.8
PPFAS_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,8.2
PPFAS_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.4
PPFAS_FLEXICAP,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,6.8
PPFAS_FLEXICAP,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,5.9
PPFAS_FLEXICAP,INE522F01014,COALINDIA,Coal India Ltd,Metals & Mining,Large Cap,4.8
PPFAS_FLEXICAP,INE752E01010,POWERGRID,Power Grid Corporation of India Ltd,Power / Utilities,Large Cap,4.2
PPFAS_FLEXICAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.8
PPFAS_FLEXICAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,2.4
PPFAS_FLEXICAP,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,3.5
PPFAS_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.1
PPFAS_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,2.9
PPFAS_FLEXICAP,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,2.6
PPFAS_FLEXICAP,INE101A01026,M&M,Mahindra & Mahindra Ltd,Automobile,Large Cap,2.4
PPFAS_FLEXICAP,INE044A01036,SUNPHARMA,Sun Pharmaceutical Industries Ltd,Healthcare,Large Cap,2.1
PPFAS_FLEXICAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,1.9
HDFC_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,7.8
HDFC_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.1
HDFC_FLEXICAP,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,6.4
HDFC_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,5.2
HDFC_FLEXICAP,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.5
HDFC_FLEXICAP,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,3.8
HDFC_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.4
HDFC_FLEXICAP,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,3.6
HDFC_FLEXICAP,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,3.2
HDFC_FLEXICAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.8
HDFC_FLEXICAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,2.6
HDFC_FLEXICAP,INE027H01010,MAXHEALTH,Max Healthcare Institute Ltd,Healthcare,Mid Cap,2.4
HDFC_FLEXICAP,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,2.9
HDFC_FLEXICAP,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,2.5
HDFC_FLEXICAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,2.1
KOTAK_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,8.5
KOTAK_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.4
KOTAK_FLEXICAP,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,6.8
KOTAK_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,5.5
KOTAK_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,4.2
KOTAK_FLEXICAP,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.0
KOTAK_FLEXICAP,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,3.8
KOTAK_FLEXICAP,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,3.2
KOTAK_FLEXICAP,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,3.0
KOTAK_FLEXICAP,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,2.8
KOTAK_FLEXICAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.5
KOTAK_FLEXICAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,2.3
KOTAK_FLEXICAP,INE237A01028,KOTAKBANK,Kotak Mahindra Bank Ltd,Financial Services,Large Cap,2.6
KOTAK_FLEXICAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,2.0
KOTAK_FLEXICAP,INE262H01013,PERSISTENT,Persistent Systems Ltd,Information Technology,Mid Cap,1.9
UTI_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,9.1
UTI_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,8.2
UTI_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.5
UTI_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,5.8
UTI_FLEXICAP,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,4.5
UTI_FLEXICAP,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.1
UTI_FLEXICAP,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,3.5
UTI_FLEXICAP,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,3.2
UTI_FLEXICAP,INE237A01028,KOTAKBANK,Kotak Mahindra Bank Ltd,Financial Services,Large Cap,3.0
UTI_FLEXICAP,INE280A01028,TITAN,Titan Company Ltd,Consumer Durables,Large Cap,2.8
UTI_FLEXICAP,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,2.5
UTI_FLEXICAP,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,4.8
UTI_FLEXICAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,2.2
UTI_FLEXICAP,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,1.9
UTI_FLEXICAP,INE021A01026,ASIANPAINT,Asian Paints Ltd,Consumer Durables,Large Cap,1.7
SBI_FLEXICAP,INE002A01018,RELIANCE,Reliance Industries Ltd,Energy / Oil & Gas,Large Cap,8.2
SBI_FLEXICAP,INE040A01034,HDFCBANK,HDFC Bank Ltd,Financial Services,Large Cap,7.8
SBI_FLEXICAP,INE090A01021,ICICIBANK,ICICI Bank Ltd,Financial Services,Large Cap,7.0
SBI_FLEXICAP,INE009A01021,INFY,Infosys Ltd,Information Technology,Large Cap,5.4
SBI_FLEXICAP,INE154A01025,ITC,ITC Ltd,Fast Moving Consumer Goods,Large Cap,4.6
SBI_FLEXICAP,INE018A01030,LT,Larsen & Toubro Ltd,Capital Goods,Large Cap,4.0
SBI_FLEXICAP,INE397D01024,BHARTIARTL,Bharti Airtel Ltd,Telecommunication,Large Cap,3.8
SBI_FLEXICAP,INE062A01020,SBIN,State Bank of India,Financial Services,Large Cap,3.5
SBI_FLEXICAP,INE467B01029,TCS,Tata Consultancy Services Ltd,Information Technology,Large Cap,3.2
SBI_FLEXICAP,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,Financial Services,Large Cap,2.9
SBI_FLEXICAP,INE238A01034,AXISBANK,Axis Bank Ltd,Financial Services,Large Cap,2.7
SBI_FLEXICAP,INE522F01014,COALINDIA,Coal India Ltd,Metals & Mining,Large Cap,2.5
SBI_FLEXICAP,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,2.2
SBI_FLEXICAP,INE849A01020,TRENT,Trent Ltd,Consumer Services / Retail,Mid Cap,2.0
SBI_FLEXICAP,INE733E01010,NTPC,NTPC Ltd,Power / Utilities,Large Cap,2.3
MOTILAL_MULTI,INE455K01017,POLYCAB,Polycab India Ltd,Capital Goods,Mid Cap,4.8
MOTILAL_MULTI,INE591G01017,COFORGE,Coforge Ltd,Information Technology,Mid Cap,4.5
